pathwayid,name,pwtype,category,url,source,srcid,externalid,extid,taxid,taxname,core,cids,geneids,protacxns,dois,ecs,annotation,annotscore
39987,Ethanol metabolism resulting in production of ROS by CYP2E1,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4269,WikiPathways,5,WP4269,WP4269,9606,Homo sapiens (human),1,"177,702,1983,2733,2734,3226,3562,3763,4116,5206,6422,11617,28179,39763,3006531,7048594,54679076","1571,4097,4780,5599,5604,5605,6667,7975,23764",A0A087X0I9,10.1038/cddis.2013.78,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
39989,Wnt Signaling,organism_specific,Cellular Process,https://www.wikipathways.org/index.php/Pathway:WP428,WikiPathways,5,WP428,WP428,9606,Homo sapiens (human),1,271,"324,387,595,815,816,817,818,894,896,1452,1454,1457,1459,1460,1487,1488,1499,1855,1856,1857,2239,2535,2932,3725,4040,4041,4609,4772,4773,4775,4776,4919,4920,5176,5328,5330,5331,5332,5530,5532,5533,5534,5535,5578,5579,5582,5599,5601,5879,6259,6422,6423,6424,6425,6885,6932,6934,7471,7472,7473,7474,7475,7476,7477,7480,7481,7482,7855,7976,8061,8312,8321,8323,8324,8325,8326,9350,9475,10023,11197,11211,22943,23002,23236,23401,23500,27121,27123,27130,50964,51176,51384,51701,54361,56998,57216,57680,59343,64321,64840",NULL,10.1038/sj.cr.7290260,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
39991,Genotoxicity pathway,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4286,WikiPathways,5,WP4286,WP4286,9606,Homo sapiens (human),1,NULL,"59,608,868,1026,1052,1062,1263,1643,1647,3008,3018,3398,3708,4090,4193,5100,5564,5565,5734,6232,6400,6407,7832,8161,8339,8341,8342,8346,8347,8351,8493,9538,9540,9693,9738,10210,10346,10678,11072,23002,23612,26263,29950,50484,51499,51768,57103,64782,79671,79733,80271,84206,84312,121457,139285,144455,196513,282991,283464,389677",NULL,10.1038/msb4100134,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
39995,Viral Acute Myocarditis,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4298,WikiPathways,5,WP4298,WP4298,9606,Homo sapiens (human),1,"271,10542,5311102,11865423","25,27,60,142,199,207,581,595,596,598,663,835,836,839,840,842,857,920,941,959,1232,1234,1385,1604,1605,1676,1677,1756,1906,1981,1982,2021,2534,2932,3108,3458,3558,3569,3586,3592,3593,3611,3683,3689,3716,3856,3908,4318,4624,4791,5295,5594,5595,5880,5881,5921,6442,6443,6444,6445,6654,6772,6774,7040,7098,7099,7100,7852,8651,11909,12487,18646,19099,21939,26986,29108,54108,54205,79886,171558","A0A024RCL3,A0A087WVY6,A0A0R4J1K8,A0A1U8D6D6,A2A9Z1,A8ASI8,B3VK56,D3Z363,E9PLF7,E9PW26,G3V169,P05305,P10820,P16951,P27512,P60568,Q9WVI9",10.1007/s10495-006-0013-0,2.3.1.48,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
39997,Oxidation by Cytochrome P450,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP43,WikiPathways,5,WP43,WP43,9606,Homo sapiens (human),1,"962,977,5884,5886,5893,27284,29936,439153","1528,1543,1544,1545,1548,1549,1551,1553,1555,1557,1558,1559,1562,1565,1571,1572,1573,1576,1577,1579,1580,1581,1582,1583,1584,1585,1586,1588,1591,1592,1593,1594,1595,1727,4051,5447,8529,9420,10858,11283,22952,29785,51167,51302,51700,51706,54905,56603,57404,57834,64816,66002,80777,113612,120227,126410,199974,260293,284541,285440,339761,340665",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
39999,Extracellular vesicles in the crosstalk of cardiac cells,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4300,WikiPathways,5,WP4300,WP4300,9606,Homo sapiens (human),1,NULL,"332,967,975,1950,1956,2114,2626,3315,3479,3569,3791,4318,5728,6647,6696,6774,7099,8470,10611,406979,407037,619556",NULL,10.7150/thno.21274,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40000,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4301,WikiPathways,5,WP4301,WP4301,9606,Homo sapiens (human),1,NULL,"369,673,3187,3265,3845,4893,5594,5595,5868,5869,5873,5878,5894,6237,9146,10015,22800,22808",NULL,10.1016/j.canlet.2017.08.020,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40001,"Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS",organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4304,WikiPathways,5,WP4304,WP4304,9606,Homo sapiens (human),1,"5920,5997","429,650,652,1267,1270,2247,2736,2919,3479,3553,3976,4099,4340,4661,4821,4974,5155,5354,6469,6660,6662,6663,7124,10215,30812,55553,116448,137814","A0A087WUF6,A6NCS4,A8MZH3,O95096,P01127,P01375,P01584,P05019,P09038,P09341,P09543,P10070,P12643,P12644,P15018,P20916,P23515,P26441,P35711,P35712,P48436,P50553,P56693,P57073,P60201,Q01538,Q13516,Q15465,Q16653,Q8TAK6",NULL,3.1.4.37,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
40003,Ferroptosis,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4313,WikiPathways,5,WP4313,WP4313,9606,Homo sapiens (human),1,"594,784,5339,14985,27284,29936,65359,87642,123938,124886,157350,216239,439230,444493,444899,445127,1750826,4525487,5281915,5289133,5497113,6326970,11214940,15983957,24798687,46891690,52929784,124222235","1356,1536,2180,2181,2182,2495,2512,2729,2730,2879,2937,3162,4891,5093,5094,5621,6303,6520,7018,7037,7157,7417,7419,8031,9474,10162,10533,23305,23516,23657,30061,51703,55240,64116,81631,84557,94033,112483,440738",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40005,Thermogenesis,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4321,WikiPathways,5,WP4321,WP4321,9606,Homo sapiens (human),1,"85,753,1038,5757,5957,6022,6076,87642,89594,439153,439260,444493,446013,644280,5281969,5282280,5322095,135398570","60,71,86,107,108,109,111,112,113,114,115,155,656,788,1268,1374,1375,1376,1385,1386,1432,2180,2181,2182,2260,2475,2641,2778,2885,3265,3845,3991,4217,4881,4893,5346,5468,5562,5563,5564,5565,5566,5567,5568,5571,5592,5593,5600,5603,5606,6009,6194,6195,6196,6197,6198,6199,6300,6595,6597,6598,6599,6601,6602,6603,6604,6605,6654,6655,7248,7249,7350,8110,8193,8289,9586,9658,10488,10818,10891,11343,23028,23305,26291,27330,51412,51422,51548,51703,51780,53632,55811,55818,57104,57492,57521,63976,64223,64764,84335,84699,",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40007,miRNAs involvement in the immune response in sepsis,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4329,WikiPathways,5,WP4329,WP4329,9606,Homo sapiens (human),1,NULL,"1147,1432,1991,3002,3383,3551,3552,3569,3576,3586,3654,3659,3663,3665,3934,4615,4790,4791,5599,5966,5970,5971,6348,6351,6885,7099,7124,7187,7189,7412,8517,10454,23118,51135,51284,51311,114614,406891,406899,406900,406906,406911,406912,406913,406937,406941,406947,406950,406951,406963,406976,406977,406979,406984,406985,406986,406991,407046,574447,768212,100616173",NULL,10.1038/cdd.2016.94,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40008,Neovascularisation processes,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4331,WikiPathways,5,WP4331,WP4331,9606,Homo sapiens (human),1,NULL,"94,182,207,284,2048,2050,2324,3091,3791,3815,4086,4087,4088,4090,4093,4254,4318,4790,4791,4854,5155,5594,5595,5599,5966,5970,5971,6387,7040,7042,7043,7046,7852,54567","P19838,Q00653,Q01201,Q04206,Q04864",10.1097/moh.0b013e3282f97d98,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40009,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4336,WikiPathways,5,WP4336,WP4336,9606,Homo sapiens (human),1,NULL,"324,595,894,896,1452,1454,1457,1459,1460,1487,1488,1499,1855,1856,1857,1994,2146,2535,2932,3725,4040,4041,4609,4919,4920,5176,5328,6259,6422,6423,6424,6425,6932,6934,7471,7472,7473,7474,7475,7476,7477,7480,7481,7482,7855,7976,8061,8312,8321,8323,8324,8325,8326,9314,9350,10023,11197,11211,22943,23401,27121,27123,50964,51176,51384,51701,54361,56998,57680,59343,64321,64840,80319,80326,81029,83439,83595,83999,85407,85409,89780,92140,122011,147111,283106,406953,407037,574412",NULL,10.1038/sj.cr.7290260,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40010,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4337,WikiPathways,5,WP4337,WP4337,9606,Homo sapiens (human),1,NULL,"3569,3570,3572,3589,3590,3716,3717,3718,4790,5970,6659,6774,6935,406983,406984,406985,406991,652995",NULL,10.1016/j.jhep.2017.04.009,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40011,"Non-genomic actions of 1,25 dihydroxyvitamin D3",organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4341,WikiPathways,5,WP4341,WP4341,9606,Homo sapiens (human),1,"27924,444899,5280453,5283731","817,820,857,958,959,1432,1591,1594,1673,2113,3265,3440,3458,3551,3569,3576,3725,3845,4790,4791,4893,5336,5469,5578,5579,5580,5582,5590,5594,5598,5599,5600,5601,5603,5971,6256,6258,6300,6347,6667,6670,6772,7099,7124,7132,7421,64127,83982","P01563,P01579,Q03135",10.3390/nu8030135,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40013,Ciliary landscape,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4352,WikiPathways,5,WP4352,WP4352,9606,Homo sapiens (human),1,NULL,"324,396,582,583,585,801,815,875,1039,1345,1387,1488,1499,1655,1778,1781,1857,1892,2040,2077,2181,2664,2717,2720,3020,3065,3066,3934,4171,4172,4173,4174,4175,4176,4218,4236,4289,4436,4637,4698,4704,4741,4747,4790,4927,5048,5393,5476,5704,5706,5713,5714,5718,5719,5862,5866,5879,5899,5925,6103,6629,6990,6993,7020,7021,7022,7260,7322,7328,7431,7465,8100,8526,8533,8636,8655,8732,8826,9217,9255,9318,9342,9343,9657,9669,9742,9859,9882,9883,10048,10051,10083,10128,10238,10296,10413,10421,10424,10432,10555,10640,107",D5MQE1,10.1038/ncomms11491,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40014,NRF2-ARE regulation,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4357,WikiPathways,5,WP4357,WP4357,9606,Homo sapiens (human),1,NULL,"1051,1728,2048,2534,2729,2730,2932,2939,3162,3643,4094,4780,5290,5578,5599,6714,7525,7965,8452,9817,9978,23657,192111",NULL,10.1016/j.freeradbiomed.2013.02.008,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40015,EGF/EGFR Signaling Pathway,organism_specific,Cellular Process,https://www.wikipathways.org/index.php/Pathway:WP437,WikiPathways,5,WP437,WP437,9606,Homo sapiens (human),1,NULL,"4513,4846",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40017,Bile Acids synthesis and enterohepatic circulation,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4389,WikiPathways,5,WP4389,WP4389,9606,Homo sapiens (human),1,5997,"1581,2264,3949,5594,5595,6554,6555,8087,8647,9965,64240,64241","P22455,Q12908,Q14973",10.1016/j.bbalip.2018.04.005,2.7.10.1,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40018,Nonalcoholic fatty liver disease,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4396,WikiPathways,5,WP4396,WP4396,9606,Homo sapiens (human),1,107526,"355,356,468,578,581,637,841,1050,1571,1649,1965,2081,3551,3552,3569,3570,3630,3643,3667,3725,3952,3953,4092,4217,4296,5313,5465,5599,6256,6347,6720,7124,7132,7186,7412,7494,8660,9021,9370,9451,9971,10018,10062,27113,54205,83737",NULL,10.1016/j.jhep.2005.11.030,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40020,MicroRNA network associated with chronic lymphocytic leukemia,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4399,WikiPathways,5,WP4399,WP4399,9606,Homo sapiens (human),1,NULL,"596,4170,7157,7535,406948,406950",NULL,10.2174/2211536605666160825150219,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40022,Supression of HMGB1 mediated inflammation by THBD,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4479,WikiPathways,5,WP4479,WP4479,9606,Homo sapiens (human),1,NULL,"177,3146,4790,4792,7056",NULL,10.1038/sj.onc.1209954,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40023,Role of Altered Glycolysation of MUC1 in Tumour Microenvironment,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4480,WikiPathways,5,WP4480,WP4480,9606,Homo sapiens (human),1,NULL,"1147,3551,3569,4582,4790,4792,5970,7124,8517",NULL,10.3390/biom6040039,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40024,Resistin as a regulator of inflammation,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4481,WikiPathways,5,WP4481,WP4481,9606,Homo sapiens (human),1,NULL,"1432,3708,4792,56729",NULL,10.1038/sj.onc.1209954,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40025,Vitamin D in inflammatory diseases,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4482,WikiPathways,5,WP4482,WP4482,9606,Homo sapiens (human),1,5754,"1432,1843,4088,4214,4772,4792,5606,5608,7421",NULL,10.3389/fphys.2014.00244,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40030,Cells and Molecules involved in local acute inflammatory response,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4493,WikiPathways,5,WP4493,WP4493,9606,Homo sapiens (human),1,NULL,"3569,3576,3827,7124",NULL,10.1016/j.semnephrol.2013.08.001,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40031,Selective expression of chemokine receptors during T-cell polarization,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4494,WikiPathways,5,WP4494,WP4494,9606,Homo sapiens (human),1,NULL,"920,1230,1234,1437,3458,3558,3565,3566,3592,3593,3594,3595,6351,8809,729230",NULL,10.1007/s00281-004-0167-1,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40033,Signal transduction through IL1R,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4496,WikiPathways,5,WP4496,WP4496,9606,Homo sapiens (human),1,NULL,"1147,1432,3456,3551,3553,3556,3557,3654,3725,4214,4615,4790,5599,5606,5608,5970,6885,7189,9020,10454,51295",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40044,Inflammatory Response Pathway,organism_specific,Physiological Process,https://www.wikipathways.org/index.php/Pathway:WP453,WikiPathways,5,WP453,WP453,9606,Homo sapiens (human),1,NULL,"940,941,942,958,959,1277,1278,1281,2335,3458,3493,3494,3507,3558,3559,3560,3561,3565,3566,3567,3568,3911,3912,3913,3915,3918,3932,7057,7059,7132,7133,7448,7535",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40047,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4534,WikiPathways,5,WP4534,WP4534,9606,Homo sapiens (human),1,NULL,"60,70,71,72,999,1495,1499,3688,3689,3690,3691,3693,3694,3695,3696,4485,4771,5599,5601,5871,6714,7003,8491,8994,9113,9448,10971,11183,11184,259230",NULL,10.1186/s40169-018-0202-9,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40048,Envelope proteins and their potential roles in EDMD physiopathology,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4535,WikiPathways,5,WP4535,WP4535,9606,Homo sapiens (human),1,NULL,"111,113,387,1072,1490,2010,2885,3265,3799,3845,3930,4087,4088,4089,4293,4893,5339,5594,5595,5604,5605,6654,6655,6722,6901,7043,7112,8815,23224,23353,23592,55249,55811,79188,161176,163183",NULL,10.3389/fphys.2018.01533,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, UniProt]",20000
40051,Synaptic signaling pathways associated with autism spectrum disorder,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4539,WikiPathways,5,WP4539,WP4539,9606,Homo sapiens (human),1,"271,5284616,135398619,135398633","207,627,775,814,816,1978,2475,2905,2932,3845,4763,4893,4915,5594,5595,5728,6009,6198,7248,7249,7337,9456,10000,23237,57521,116443,116444",NULL,10.1002/brb3.978,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40052,Pathways Regulating Hippo Signaling,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4540,WikiPathways,5,WP4540,WP4540,9606,Homo sapiens (human),1,NULL,"387,998,1436,1499,1956,1969,2260,2261,2263,2264,2321,2322,2324,2475,3480,3643,3791,3815,4087,4233,4485,4771,4804,4914,4915,5156,5159,5879,6901,6932,6934,7003,7004,7005,7010,8463,9113,51176,55249,83439",NULL,10.3390/cancers10040090,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40053,Hippo-Merlin Signaling Dysregulation,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4541,WikiPathways,5,WP4541,WP4541,9606,Homo sapiens (human),1,NULL,"595,960,1436,1499,1642,1956,1969,2260,2261,2263,2264,2321,2322,2324,3480,3627,3643,3791,3815,4233,4485,4659,4771,4804,4914,4915,5156,5159,5499,5500,5501,5575,5747,6901,7003,7004,7005,7010,8451,8463,9113,9686,9730,9978,55249,60485,84962,94274,154796,389421,407054",NULL,10.3390/cancers10040090,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40055,"GPCRs, Class A Rhodopsin-like",organism_specific,Molecular Function,https://www.wikipathways.org/index.php/Pathway:WP455,WikiPathways,5,WP455,WP455,9606,Homo sapiens (human),1,"896,172198,16129706","134,135,136,140,146,147,148,150,151,152,153,154,155,185,186,187,552,553,554,611,623,624,643,680,719,886,887,1128,1129,1131,1132,1133,1230,1232,1233,1234,1235,1236,1237,1238,1240,1241,1268,1269,1524,1812,1813,1814,1815,1816,1909,1910,2149,2150,2151,2357,2358,2359,2492,2587,2652,2693,2825,2826,2827,2828,2829,2830,2831,2832,2833,2834,2835,2838,2840,2841,2842,2843,2844,2845,2846,2847,2848,2850,2852,2853,2854,2857,2859,2861,2862,2863,2864,2865,2866,2867,2925,3061,3062,3269,3274,3350,3351,3352,3354,3355,3356,3357",NULL,10.1093/bioinformatics/18.1.147,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40056,FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4553,WikiPathways,5,WP4553,WP4553,9606,Homo sapiens (human),1,NULL,"604,1848,2146,3014,3015,3020,3021,5594,5595,6045,8350,8351,8353,8354,8355,8356,8357,8726,8968,9555,23512,54880,55506,55766,83740,84678,84759,94239,126961,333932,474381,474382,653604",NULL,10.1038/s41419-017-0066-8,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40057,Interactions between immune cells and microRNAs in tumor microenvironment,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4559,WikiPathways,5,WP4559,WP4559,9606,Homo sapiens (human),1,NULL,"941,942,1493,3559,3560,3561,3565,3566,3627,4790,4791,5133,6347,6352,6774,6778,6955,6957,7040,7042,7043,7048,7099,7189,8651,10401,29126,51135,51284,51311,406886,406929,406930,406938,406984,406985,406986,406991,406992,406994,406996,407010,407012,407013,407018,407021,407040,100616173",NULL,10.1002/gcc.22725,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40058,MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4560,WikiPathways,5,WP4560,WP4560,9606,Homo sapiens (human),1,5460341,"87,1385,3685,3690,3708,3725,4026,4633,4638,5335,5588,5594,5595,5747,5829,7082,7414,8076",NULL,10.1172/jci95200,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40059,Neural Crest Cell Migration during Development,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4564,WikiPathways,5,WP4564,WP4564,9606,Homo sapiens (human),1,NULL,"207,375,387,627,2051,2151,3725,4313,4317,4318,4804,5058,5062,5294,5879,6774,7291",NULL,10.3389/fnmol.2018.00244,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40060,Neural Crest Cell Migration in Cancer,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4565,WikiPathways,5,WP4565,WP4565,9606,Homo sapiens (human),1,NULL,"207,375,387,627,2051,2151,3725,4313,4317,4318,4804,4915,5058,5062,5294,5879,6272,6774,7291,57498",NULL,10.3389/fnmol.2018.00244,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40061,Translation inhibitors in chronically activated PDGFRA cells,organism_specific,NULL,https://www.wikipathways.org/index.php/Pathway:WP4566,WikiPathways,5,WP4566,WP4566,9606,Homo sapiens (human),1,"6911989,25262965","207,208,1432,1457,1973,1974,1975,1977,1978,1981,2475,5163,5290,5291,5292,5294,5295,5296,5566,5578,5580,5594,5595,5599,5601,5602,5604,5605,5606,5607,5608,5609,6194,6195,6196,6198,6199,6416,8503,8672,8986,9252,10000,11040,27250,57521",NULL,10.26508/lsa.201800029,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40065,Endochondral Ossification,organism_specific,Physiological Process,https://www.wikipathways.org/index.php/Pathway:WP474,WikiPathways,5,WP474,WP474,9606,Homo sapiens (human),1,"977,6076","176,207,249,579,654,655,657,801,860,864,871,1028,1280,1300,1473,1515,2247,2260,2261,2487,2688,2690,2737,3157,3479,3480,3481,3549,4208,4256,4318,4322,4921,5167,5327,5328,5566,5727,5741,5744,5745,6660,6662,6696,6772,6777,7040,7042,7067,7078,7422,8100,8817,9507,9510,9759,11096,11127,50515,51719,54407,55553,85477,445341",NULL,10.1371/journal.pone.0072973,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
40066,Cytoplasmic Ribosomal Proteins,organism_specific,Molecular Function,https://www.wikipathways.org/index.php/Pathway:WP477,WikiPathways,5,WP477,WP477,9606,Homo sapiens (human),1,NULL,"2197,3921,4736,6122,6123,6124,6125,6128,6129,6130,6132,6133,6134,6135,6136,6137,6138,6139,6141,6142,6143,6144,6146,6147,6152,6154,6155,6156,6157,6158,6159,6160,6161,6164,6165,6167,6168,6169,6170,6171,6173,6175,6176,6181,6187,6188,6189,6191,6192,6193,6194,6195,6196,6197,6198,6199,6201,6202,6203,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,7311,9045,9349,9801,11224,23521,25873,27330",NULL,NULL,NULL,"COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
